Zona de planificacion;Distrito;Distrito MIES;Provincia;id_provincia;Canton;id_canton;Parroquia;id_parroquia;Región;Servicio;Modalidad;Modalidad_1;Tipo gestion_ua;Fuente financiamiento_ua;Tipo administracion_ua;Cooperante;Hombre;"Mujer
(excluye mujeres gestantes)";"Total
(excluye mujeres gestantes)";Total general (incluye mujeres gestantes);1_0 - 3 primera infancia Hombre;1_0 - 3 primera infancia Mujer;2_4 - 5 primera infancia Hombre;2_4 - 5 primera infancia Mujer;3_6 - 11 segunda infancia Hombre;3_6 - 11 segunda infancia Mujer;4_12 - 14 adolescencia Hombre;4_12 - 14 adolescencia Mujer;5_15 - 17 adolescencia Hombre;5_15 - 17 adolescencia Mujer;6_18 - 29 juventud Hombre;6_18 - 29 juventud Mujer;7_30 - 64 adultez Hombre;7_30 - 64 adultez Mujer;8_65 y más adulta mayor Hombre;8_65 y más adulta mayor Mujer;Afroecuatoriano Hombre;Afroecuatoriano Mujer;Indígena Hombre;Indígena Mujer;Mestizo Hombre;Mestizo Mujer;Montuvio Hombre;Montuvio Mujer;Blanco Hombre;Blanco Mujer;Otro Hombre;Otro Mujer;Sin discapacidad Hombre ;Sin discapacidad Mujer;Con discapacidad Hombre;Con discapacidad Mujer;Con discapacidad Total;Discapacidad auditiva Hombre;Discapacidad auditiva Mujer;Discapacidad física Hombre;Discapacidad física Mujer;Discapacidad intelectual Hombre;Discapacidad intelectual Mujer;Discapacidad lenguaje Hombre;Discapacidad lenguaje Mujer;Discapacidad mental Hombre;Discapacidad mental Mujer;Discapacidad psicologico Hombre;Discapacidad psicologico Mujer;Discapacidad psicosocial Hombre;Discapacidad psicosocial Mujer;Discapacidad visual Hombre;Discapacidad visual Mujer;Discapacidad ninguna Hombre;Discapacidad ninguna Mujer;Capacidad máxima;*Area urbana rural;Asistencia promedio;Asistencia NT;DII_01_menor_6_m_Hombre;DII_01_menor_6_m_Mujer;DII_02_6a9_m_Hombre;DII_02_6a9_m_Mujer;DII_03_10a11_m_Hombre;DII_03_10a11_m_Mujer;DII_04_12a18_m_Hombre;DII_04_12a18_m_Mujer;DII_05_19a24_m_Hombre;DII_05_19a24_m_Mujer;DII_06_25a36_m_Hombre;DII_06_25a36_m_Mujer;DII_07_mayor_36_m_Hombre;DII_07_mayor_36_m_Mujer;Modalidad nueva;Modalidad nueva2;Ecuatoriano;Extranjero;Tiene_RS_SI_METRICA2018;Tiene_RS_NO_METRICA2018;EXTREMA_POBREZA_METRICA2018;POBRE_METRICA2018;NO_POBRE_METRICA2018;Tipo gasto;embarazada_SI;G3_6a11_segunda_infancia;G4_12a14_adolescencia;G5_15a17_adolescencia;G6_18a29_juventud;G7_30a64_adultez;G8_65_mas_adulta_mayor;dias_asistencia_embarazada;base_ninos;extremo_vulnerable_dii;vulnerable_dii;no_vulnerable_dii;Ficha_levantada_dii;base_embarazadas;extremo_vulnerable_embz;vulnerable_embz;no_vulnerable_embz;Ficha_levantada_embz;base_pam;vulnerabilidad_alta_pam;vulnerabilidad_media_pam;vulnerabilidad_baja_pam;Ficha_levantada_pam_Diurno_Activo_Domiciar;Ficha_levantada_pam_Residencial;base_pcd;vulnerabilidad_alta_pcd;vulnerabilidad_media_pcd;vulnerabilidad_baja_pcd;Ficha_levantada_Personas_con_Discapacidad;Sin asistencia;Tipo;servicio1;tipo_gestion_ua_o;Afganistán;Alemania;Alemania_República_Democrática;Antigua_y_Barbuda;Apátrida;Argelia;Argentina;Australia;Bahamas;Barbados;Bélgica;Bermudas;Bolivia;Brasil;Caimán_Islas;Canadá;Checa_República_Checoslovaquia;Chile;China_República_Popular_Pekin;Colombia;Corea_del_Sur_República_de;Costa_Rica;Cuba;Curazao_Isla;Dominicana_República;Egipto;El_Salvador;España;Estados_Unidos;Francia;Granada;Groenlandia;Guatemala;Guinea;Guinea_Bissau;Haití;Honduras;India;Irán_República_Islámica_de;Israel;Italia;Jamaica;Liechtestein;Marruecos;Martinica;Mexico;Nicaragua;Otras_naciones_de_Africa;Otras_naciones_de_America;Otras_Naciones_de_Europa;Panamá;Paraguay;Perú;Rwanda;Reino_Unido_Escocia_Gran_Bretaña_Inglaterra;Sudafrica_Ciskei;Surinam;Territorio_Británico_del_Oceáno_Índico;Ucrania;Uganda;Uruguay;Venezuela;Yemen;Sin_Especificar;SNAI_Si;SNAI_No;dias_asistencia_sum;DII_cobert_asist
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;21;24;45;45;21;24;;;;;;;;;;;;;;;;;;;21;24;;;;;;;21;24;;;;;;;;;;;;;;;;;;;;;;45;Urbano;0,00;4;3;1;2;3;1;1;6;9;3;2;4;6;2;2;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;42;3;13;26;3;corriente;;;;;;;;;4;;4;;4;;;;;;;;;;;;;;;;;1;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;0;
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;21;16;37;45;21;16;;;;;;;;;;3;;5;;;;;;;21;24;;;;;;;21;24;;;;;;;;;;;;;;;;;;;;;;45;Urbano;2,84;4;4;;2;3;;3;4;4;5;2;4;3;2;1;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;41;4;10;29;2;corriente;8;;;;3;5;;3,00;4;;4;;4;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44;128;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;24;20;44;45;24;20;;;;;;;;;;1;;;;;;;;;24;20;;;;;;1;24;21;;;;;;;;;;;;;;;;;;;;;;45;Urbano;3,58;4;;1;3;1;1;1;6;2;6;7;8;7;;1;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;34;11;11;20;3;corriente;1;;;;1;;;5,00;7;;7;;7;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;42;161;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;24;17;41;45;24;17;;;;;;;;;;4;;;;;;;;;24;21;;;;;;;24;21;;;;;;;;;;;;;;;;;;;;;;45;Urbano;2,98;4;1;1;2;;1;1;6;3;7;4;5;5;2;3;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;44;1;17;24;3;corriente;4;;;;4;;;3,75;8;1;6;1;8;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44;134;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;22;21;43;45;22;21;;;;;;;;1;;;;1;;;;;;;22;22;;;;;;1;21;23;1;;1;;;;;1;;;;;;;;;;;;;;45;Urbano;2,96;4;2;1;3;;1;1;1;5;4;2;7;7;4;5;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;32;13;6;16;10;corriente;2;;;1;;1;;2,00;10;;10;;10;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;133;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;20;21;41;45;20;21;;;;;;;;;;3;;1;;;;;;;20;25;;;;;;;20;25;;;;;;;;;;;;;;;;;;;;;;45;Urbano;2,93;4;5;;;1;;2;1;2;5;4;8;10;1;2;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;42;3;2;31;9;corriente;4;;;;3;1;;3,00;4;;4;;4;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;43;132;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;22;23;45;45;22;23;;;;;;;;;;;;;;;;;;;22;23;;;;;;;22;23;;;;;;;;;;;;;;;;;;;;;;45;Urbano;3,67;4;3;2;1;1;2;2;4;2;2;6;8;6;2;4;CNH - Misión Ternura;4.- CNH - Misión Ternura;44;1;32;13;3;21;8;corriente;;;;;;;;;8;;8;;8;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;43;165;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;21;21;42;45;21;21;;;;;;;;;;1;;2;;;;;;;21;24;;;;;;;21;24;;;;;;;;;;;;;;;;;;;;;;45;Urbano;2,82;4;;;8;3;2;2;5;5;3;4;3;6;;1;CNH - Misión Ternura;4.- CNH - Misión Ternura;44;1;40;5;17;19;4;corriente;3;;;;1;2;;3,00;2;1;1;;2;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;44;127;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;15;26;41;44;15;26;;;;;;;;2;;1;;;;;;;;;14;29;;;;;1;;15;29;;;;;;;;;;;;;;;;;;;;;;45;Urbano;1,75;4;;1;;4;;;3;2;6;2;3;11;3;6;CNH - Misión Ternura;4.- CNH - Misión Ternura;44;;35;9;8;20;7;corriente;3;;;2;1;;;1,67;5;;5;;5;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;43;77;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;PROTECCION ESPECIAL;ACOGIMIENTO INSTITUCIONAL;1.- INSTITUCIONAL;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;3;5;8;8;;;;;1;2;2;2;;1;;;;;;;;1;;;3;3;;;;1;;;2;5;1;;1;;;;;1;;;;;;;;;;;;;;10;Urbano;21,88;30;;;;;;;;;;;;;;;ACOGIMIENTO INSTITUCIONAL;1.- INSTITUCIONAL;5;3;4;4;4;;;corriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;INTRAMURAL;PROTECCION ESPECIAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;175;
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;PROTECCION ESPECIAL;ERRADICACIÓN DEL TRABAJO INFANTIL;3.- ETI;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;31;40;71;71;1;;5;1;8;11;7;12;10;16;;;;;;;1;;;;30;39;;;;;;1;31;40;;;;;;;;;;;;;;;;;;;;;;80;Urbano;1,66;1;;;;;;;;;;;;;;;ERRADICACIÓN DEL TRABAJO INFANTIL;3.- ETI;65;6;53;18;18;29;6;corriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EXTRAMURAL;PROTECCION ESPECIAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;4;118;
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;PROTECCION ESPECIAL;APOYO FAMILIAR Y CUSTODIA FAMILIAR;6.- CUSTODIA;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;11;19;30;30;1;;3;2;3;7;4;2;;7;;1;;;;;;;;;11;19;;;;;;;11;19;;;;;;;;;;;;;;;;;;;;;;30;Urbano;1;;;;;;;;;;;;;;;;APOYO FAMILIAR Y CUSTODIA FAMILIAR;6.- CUSTODIA;28;2;19;11;10;5;4;inversion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EXTRAMURAL;PROTECCION ESPECIAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;2;17;
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;20;14;34;35;20;14;;;;;;;;;;1;;;;;;;;;19;11;;;;;1;4;20;15;;;;;;;;;;;;;;;;;;;;;;35;Urbano;3;4;3;1;1;2;1;;4;5;2;3;9;3;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;35;;34;1;14;20;;inversion;1;;;;1;;;3,00;4;;4;;4;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;90;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;PERSONAS ADULTOS MAYORES - PEJ;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - MUNICIPAL-CANTONAL;11;28;39;39;;;;;;;;;;;;;;;11;28;;;;;11;28;;;;;;;11;28;;;;;;;;;;;;;;;;;;;;;;40;Urbano;1;2;;;;;;;;;;;;;;;ATENCIÓN DOMICILIARIA;3.- DOMICILIAR;34;5;37;2;5;28;4;inversion;;;;;;;;;;;;;;;;;;;6;2;1;3;6;;;;;;;;EXTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;PERSONAS CON DISCAPACIDAD;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;16;14;30;30;;;;;;;;;;;7;4;9;10;;;;;;;16;13;;;;;;1;;;16;14;30;;2;2;4;9;2;;1;;;1;;2;;2;5;;;30;Urbano;2;2;;;;;;;;;;;;;;;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;29;1;30;;9;14;7;corriente;;;;;;;;;;;;;;;;;;;;;;;;;4;;;4;4;;EXTRAMURAL;PERSONAS CON DISCAPACIDAD;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;PERSONAS CON DISCAPACIDAD;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;14;16;30;30;;;;;;;;;;;5;6;9;10;;;;;;;14;16;;;;;;;;;14;16;30;;1;2;2;10;10;;;;;;1;;;2;2;;;30;Urbano;2;2;;;;;;;;;;;;;;;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;30;;30;;3;20;7;corriente;;;;;;;;;;;;;;;;;;;;;;;;;20;5;13;2;20;;EXTRAMURAL;PERSONAS CON DISCAPACIDAD;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCÁN;040102;Sierra;PROTECCION ESPECIAL;ERRADICACIÓN DEL TRABAJO INFANTIL;3.- ETI;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;OSC;44;36;80;80;;;1;;18;17;17;7;8;12;;;;;;;;;;;43;35;;;;;1;1;44;36;;;;;;;;;;;;;;;;;;;;;;80;Urbano;2;1;;;;;;;;;;;;;;;ERRADICACIÓN DEL TRABAJO INFANTIL;3.- ETI;75;5;71;9;35;34;2;corriente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EXTRAMURAL;PROTECCION ESPECIAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;1;146;
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;TULCAN;040150;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;21;19;40;45;21;19;;;;;;;;1;;4;;;;;;;;1;20;22;;;;;1;1;21;24;;;;;;;;;;;;;;;;;;;;;;45;Urbano;2;4;2;1;3;3;4;1;1;4;5;2;6;8;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;45;;43;2;8;32;3;corriente;5;;;1;4;;;1,80;3;;3;;3;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;102;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;EL CARMELO (EL PUN);040151;Sierra;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;16;19;35;35;16;19;;;;;;;;;;;;;;;;;;;16;19;;;;;;;16;19;;;;;;;;;;;;;;;;;;;;;;45;Rural;19;20;;;;;;;2;;3;6;6;7;5;6;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;30;5;29;6;15;13;1;corriente;;;;;;;;;21;;20;1;21;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;34;649;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;EL CARMELO (EL PUN);040151;Sierra;PERSONAS ADULTOS MAYORES - PEJ;ESPACIOS DE SOCIALIZACIÓN Y ENCUENTRO;4.- ACTIVOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;33;38;71;71;;;;;;;;;;;;;;;33;38;;;;;32;38;;;;;1;;26;29;7;9;16;4;1;2;5;;1;;;;;;1;;1;1;;;;75;Rural;10;3;;;;;;;;;;;;;;;ESPACIOS ACTIVOS CON ALIMENTACION;4.- ACTIVOS CA;52;19;63;8;10;38;15;corriente;;;;;;;;;;;;;;;;;;;27;8;7;12;27;;;;;;;;INTRAMURAL;PERSONAS ADULTOS MAYORES - PEJ;PUBLICOS;;;;;;;;;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;740;
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;JULIO ANDRADE (OREJUELA);040153;Sierra;DESARROLLO INFANTIL INTEGRAL;CENTROS DE DESARROLLO INFANTIL - CDI;3.- CDI CONVENIOS;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;18;18;36;36;18;18;;;;;;;;;;;;;;;;;;;18;18;;;;;;;18;18;;;;;;;;;;;;;;;;;;;;;;36;Rural;18;20;;;;;;;1;2;2;4;9;7;6;5;CENTRO DE DESARROLLO INFANTIL–CDI–MIES(DIRECTOS - CONVENIOS);3.- CDI CONVENIOS;34;2;23;13;7;13;3;corriente;;;;;;;;;22;;20;2;22;;;;;;;;;;;;;;;;;;INTRAMURAL;DESARROLLO INFANTIL INTEGRAL;PUBLICOS;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;636;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;JULIO ANDRADE (OREJUELA);040153;Sierra;PERSONAS CON DISCAPACIDAD;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;PUBLICOS;FONDOS MIES;CONVENIO DE COOPERACION;GAD - PARROQUIAL;14;15;29;29;;;;;;;;;;;6;2;8;13;;;;;;;14;14;;;;;;1;;;14;15;29;1;;1;6;11;6;;;;;;;;;1;3;;;30;Rural;2;2;;;;;;;;;;;;;;;ATENCIÓN EN EL HOGAR Y LA COMUNIDAD;3.- DOMICILIAR;28;1;29;;7;15;7;corriente;;;;;;;;;;;;;;;;;;;;;;;;;15;1;10;4;15;;EXTRAMURAL;PERSONAS CON DISCAPACIDAD;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66;
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;JULIO ANDRADE (OREJUELA);040153;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;18;15;33;35;18;15;;;;;;;;;;1;;1;;;;;;;17;16;;;;;1;1;18;17;;;;;;;;;;;;;;;;;;;;;;35;Rural;4;4;3;1;1;3;3;;4;4;2;2;3;5;2;;CNH - Misión Ternura;4.- CNH - Misión Ternura;35;;34;1;15;16;3;corriente;2;;;;1;1;;4,00;3;;3;;3;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;139;1
Zona Planificación 1;04D01;UNIDAD DESCONCENTRADA DISTRITAL TIPO A TULCAN;CARCHI;04;TULCAN;0401;JULIO ANDRADE (OREJUELA);040153;Sierra;DESARROLLO INFANTIL INTEGRAL;CNH - Misión Ternura;4.- CNH - Misión Ternura;PUBLICOS;FONDOS MIES;ADMINISTRACION DIRECTA;ESTATAL;20;19;39;44;20;19;;;;;;;;;;4;;1;;;;;;;20;23;;;;;;1;20;24;;;;;;;;;;;;;;;;;;;;;;45;Rural;3;4;1;;2;2;;1;7;5;1;4;9;7;;;CNH - Misión Ternura;4.- CNH - Misión Ternura;43;1;42;2;16;22;4;corriente;5;;;;4;1;;2,60;4;;4;;4;;;;;;;;;;;;;;;;;;EXTRAMURAL;DESARROLLO INFANTIL INTEGRAL - MISIÓN TERNURA;PUBLICOS;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;43;126;1
